"","ID","clust","nh","region","district","ez","loc2","loc5","loc3","region_Western","region_Central","region_Greater_Accra","region_Volta","region_Eastern","region_Ashanti","region_Brong_Ahafo","region_Northern","region_Upper_East","region_Upper_West","ez_Costal","ez_Forest","ez_Savannah","loc2_Rural","loc2_Urban","farmer","fishing","own_business","farm_size","profit","profit_per_acre","profit_usd","profit_per_acre_usd","profit_log","profit_per_acre_log","pid","spouse_live_hh","sex_male","agey","educ_none","educ_bece","educ_voc","educ_O_level","educ_sss","educ_a_level","educ_t_cert","educ_nurse","educ_tech","educ_bach","educ_master","educ_phd","educ_other","educ_advanced","do_math","light_eletricity","light_generator","light_others","cooking_full_gas","cooking_full_eletricity","cooking_other","toilet_flush","toilet_latrine","toilet_others","wall_mud","wall_wood","wall_iron","wall_stone","wall_cement","wall_other","harvest_sold_pre","harvest_sold_gate","harvest_sold_market","harvest_sold_consumer","harvest_sold_state_org","harvest_sold_coop","paid_at_sale","paid_at_week","paid_at_month","paid_at_over_m","males_on_farme","females_on_farme","workers_on_farm","most_impor_farming","most_impor_fishing","moto_road","moto_road_impassable","have_bar","have_post_of_pub_telephone","have_bank","have_daily_mkt","have_week_mkt","public_transp","people_come_for_job_farming","have_hospital","have_agric_ext_center","have_cooperative","any_farm_use_fert","any_farm_use_inset_herb","any_farm_use_irrigate","mutual_aid_farm","fitted","residuals","stand_res"
"1","4005_1",4005,1,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,3.3,2092506.66666667,634092.929292929,589.438497652582,178.617726561389,15.4316760822543,14.2377536137819,1,TRUE,TRUE,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.1401564950193,0.0975971187625307,0.186280023527581
"2","4005_4",4005,4,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,TRUE,2,3274526.66666667,1637263.33333333,922.401877934272,461.200938967136,15.6426004048064,14.9494532242464,1,TRUE,TRUE,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.3679926151392,0.581460609107256,1.11058146325978
"3","4005_6",4005,6,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,1,1178950,1178950,332.098591549296,332.098591549296,15.2314110014436,15.2314110014436,1,TRUE,TRUE,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.5027998352611,0.728611166182539,1.39240487247702
"4","4005_7",4005,7,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,8.3,917583.809523809,110552.266207688,258.474312541918,31.1414834387853,15.1658742260104,13.0496187112079,1,FALSE,FALSE,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13.6966926053199,-0.647073894112057,-1.23569012533902
"5","4005_9",4005,9,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,TRUE,3,483753.333333333,161251.111111111,136.268544600939,45.422848200313,15.0466114842839,13.9479991956158,1,TRUE,TRUE,29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.2315465349737,-0.283547339357899,-0.541325933416984
"6","4005_11",4005,11,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,15.5,10304467,664804.322580645,2902.66676056338,187.268823262154,16.3991844201798,13.6583443962546,1,TRUE,TRUE,52,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12.8975445230122,0.760799873242384,1.45274812484243
"7","4005_12",4005,12,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,TRUE,8,31091.4285714286,3886.42857142857,8.75814889336016,1.09476861167002,14.9048588100704,12.8254172683905,1,TRUE,TRUE,63,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13.6293819110246,-0.803964642634062,-1.53479293432709
"8","4005_14",4005,14,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,8,1636241.27484384,204530.15935548,460.913035167279,57.6141293959098,15.3366605131525,13.2572189714727,1,TRUE,TRUE,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,34,44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13.6806172075888,-0.423398236116142,-0.808479523993629
"9","4005_15",4005,15,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,3.5,683626.666666667,195321.904761905,192.570892018779,55.0202548625084,15.1033293878099,13.8505664193145,1,TRUE,TRUE,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.1103538348425,-0.259787415527967,-0.495874800988709
"10","4005_16",4005,16,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,5,1892972.74720418,378594.549440837,533.231759775827,106.646351955165,15.3912298425211,13.781791930087,1,FALSE,TRUE,65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13.92889192914,-0.147099999053009,-0.281105705538146
"11","4005_17",4005,17,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,40,120133.333333333,3003.33333333333,33.8403755868545,0.846009389671361,14.934375742485,11.2454962883711,1,FALSE,TRUE,59,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,8,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11.2324581280361,0.0130381603349564,0.0249898592724094
"12","4005_18",4005,18,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,TRUE,3,1546462.85714286,515487.619047619,435.623340040241,145.207780013414,15.3168525849885,14.2182402963204,1,FALSE,FALSE,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.3760085710803,-0.157768274759825,-0.301658523885703
"13","4005_19",4005,19,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,6,3196010.47619048,532668.412698413,900.284641180416,150.047440196736,15.6298881765435,13.8381287073155,1,TRUE,TRUE,57,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13.8702508470309,-0.032122139715491,-0.0613402211551675
"14","4005_20",4005,20,"Western",2,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,14,2162668.57142857,154476.326530612,609.202414486921,43.5144581776373,15.4455181309237,12.8064608013085,1,TRUE,TRUE,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13.050034747469,-0.243573946160517,-0.465033941950613
"15","4009_4",4009,4,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,2,-2020,-1010,-0.569014084507042,-0.284507042253521,14.8936564306321,14.2005092500722,1,TRUE,TRUE,36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.3139204434083,-0.113411193336123,-0.216462739706912
"16","4009_7",4009,7,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,0.666666666666667,405733.333333333,608600,114.291079812207,171.43661971831,15.0235684465672,15.4290335546753,1,TRUE,TRUE,33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.3816903930813,1.04734316159401,1.99991599335746
"17","4009_8",4009,8,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,0.777777777777778,1028626.66666667,1322520,289.753990610329,372.540845070423,15.194244275655,15.4455587039359,1,TRUE,TRUE,28,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.4926028920386,0.952955811897308,1.81959179990711
"18","4009_9",4009,9,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,10,3891546.19047619,389154.619047619,1096.21019450034,109.621019450034,15.7372437848518,13.4346586918577,1,TRUE,TRUE,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.32121279756,0.113445894297766,0.216622747941376
"19","4009_11",4009,11,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,TRUE,0.888888888888889,936505,1053568.125,263.804225352113,296.779753521127,15.1707655945731,15.2885486302295,1,TRUE,TRUE,36,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.3433436988443,0.945204931385187,1.80476840253623
"20","4009_12",4009,12,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,1.77777777777778,4942415.47619048,2780108.70535714,1392.22971160295,783.12921277666,15.8803028558749,15.3049387109714,1,TRUE,TRUE,52,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.3046287711479,1.00030993982351,1.90955152632364
"21","4009_13",4009,13,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,0.666666666666667,1858308.69047619,2787463.03571429,523.467236753856,785.200855130785,15.384033448461,15.7894985565692,1,FALSE,FALSE,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.5388577271135,1.25064082945562,2.38819559665983
"22","4009_14",4009,14,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,6.44444444444444,1054142.85714286,163573.891625616,296.941649899396,46.077152570596,15.2006511677274,13.3374327345172,1,TRUE,TRUE,32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.739179059394,-0.401746324876827,-0.76701161311051
"23","4009_16",4009,16,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,1.22222222222222,629599.166666667,515126.590909091,177.351877934272,145.106081946223,15.0883125306786,14.8876418352165,1,FALSE,FALSE,33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.5191012621309,0.36854057308562,0.703763391054556
"24","4009_17",4009,17,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,2.5,1657100,662840,466.788732394366,186.715492957746,15.3412069703347,14.4249162384606,1,TRUE,TRUE,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.2238777460298,0.20103849243076,0.383796936672809
"25","4009_18",4009,18,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,0.666666666666667,169013.333333333,253520,47.6093896713615,71.4140845070423,14.9502162813619,15.3556813894701,1,FALSE,FALSE,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.5388577271136,0.816823662356526,1.55978809242661
"26","4009_19",4009,19,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,7,229073.159691781,32724.7370988259,64.5276506174031,9.21823580248616,14.9693424431524,13.0234322940971,1,TRUE,TRUE,47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.733226667279,-0.709794373181911,-1.35475439270177
"27","4009_21",4009,21,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,TRUE,8,-30127.8048780488,-3765.9756097561,-8.48670559945036,-1.06083819993129,14.8840474121685,12.8046058704886,1,TRUE,TRUE,39,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.5482627002037,-0.743656829715113,-1.41963685436318
"28","4012_3",4012,3,"Western",3,"Costal","Rural","Rural_Coastal","Rural",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,FALSE,FALSE,2,1460000,730000,411.267605633803,205.633802816901,15.2973979676707,14.6042507871108,1,FALSE,FALSE,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14.3840403878428,0.220210399267929,0.420489179545861
